-1,centre,time_extract,num_occupation,num_students,num_staff
899,FAC. INFORMATICA,2018-02-07 12:00,4,3,1
900,FAC. INFORMATICA,2018-02-07 13:00,3,3,0
901,FAC. INFORMATICA,2018-02-07 14:00,1,1,0
902,FAC. INFORMATICA,2018-02-07 15:00,3,1,2
903,FAC. INFORMATICA,2018-02-07 16:00,4,0,4
904,FAC. INFORMATICA,2018-02-07 17:00,5,2,3
905,FAC. INFORMATICA,2018-02-07 18:00,5,1,4
906,FAC. INFORMATICA,2018-02-07 19:00,2,1,1
907,FAC. INFORMATICA,2018-02-07 20:00,2,0,2
908,FAC. INFORMATICA,2018-02-07 21:00,1,1,0
909,FAC. INFORMATICA,2018-02-07 22:00,2,1,1
910,FAC. INFORMATICA,2018-02-07 23:00,2,1,1
911,FAC. INFORMATICA,2018-02-08 0:00,3,1,2
912,FAC. INFORMATICA,2018-02-08 1:00,2,2,0
913,FAC. INFORMATICA,2018-02-08 2:00,5,5,0
914,FAC. INFORMATICA,2018-02-08 3:00,1,1,0
915,FAC. INFORMATICA,2018-02-08 4:00,2,1,1
916,FAC. INFORMATICA,2018-02-08 5:00,0,0,0
917,FAC. INFORMATICA,2018-02-08 6:00,8,8,0
918,FAC. INFORMATICA,2018-02-08 7:00,1,0,1
919,FAC. INFORMATICA,2018-02-08 8:00,1,1,0
920,FAC. INFORMATICA,2018-02-08 9:00,1,1,0
921,FAC. INFORMATICA,2018-02-08 10:00,3,3,0
922,FAC. INFORMATICA,2018-02-08 11:00,5,3,2
923,FAC. INFORMATICA,2018-02-08 12:00,2,2,0
924,FAC. INFORMATICA,2018-02-08 13:00,1,1,0
925,FAC. INFORMATICA,2018-02-08 14:00,2,1,1
926,FAC. INFORMATICA,2018-02-08 15:00,3,2,1
927,FAC. INFORMATICA,2018-02-08 16:00,3,2,1
928,FAC. INFORMATICA,2018-02-08 17:00,1,1,0
929,FAC. INFORMATICA,2018-02-08 18:00,6,4,2
930,FAC. INFORMATICA,2018-02-08 19:00,2,0,2
931,FAC. INFORMATICA,2018-02-08 20:00,1,1,0
932,FAC. INFORMATICA,2018-02-08 21:00,1,0,1
933,FAC. INFORMATICA,2018-02-08 22:00,2,1,1
934,FAC. INFORMATICA,2018-02-08 23:00,4,4,0
935,FAC. INFORMATICA,2018-02-09 0:00,3,2,1
936,FAC. INFORMATICA,2018-02-09 1:00,1,0,1
937,FAC. INFORMATICA,2018-02-09 2:00,3,2,1
938,FAC. INFORMATICA,2018-02-09 3:00,2,0,2
939,FAC. INFORMATICA,2018-02-09 4:00,6,0,6
940,FAC. INFORMATICA,2018-02-09 5:00,1,1,0
941,FAC. INFORMATICA,2018-02-09 6:00,0,0,0
942,FAC. INFORMATICA,2018-02-09 7:00,2,1,1
943,FAC. INFORMATICA,2018-02-09 8:00,2,2,0
944,FAC. INFORMATICA,2018-02-09 9:00,3,3,0
945,FAC. INFORMATICA,2018-02-09 10:00,4,0,4
946,FAC. INFORMATICA,2018-02-09 11:00,2,2,0
947,FAC. INFORMATICA,2018-02-09 12:00,1,0,1
948,FAC. INFORMATICA,2018-02-09 13:00,0,0,0
949,FAC. INFORMATICA,2018-02-09 14:00,0,0,0
950,FAC. INFORMATICA,2018-02-09 15:00,2,0,2
951,FAC. INFORMATICA,2018-02-09 16:00,2,1,1
952,FAC. INFORMATICA,2018-02-09 17:00,5,2,3
953,FAC. INFORMATICA,2018-02-09 18:00,1,0,1
954,FAC. INFORMATICA,2018-02-09 19:00,2,1,1
955,FAC. INFORMATICA,2018-02-09 20:00,2,2,0
956,FAC. INFORMATICA,2018-02-09 21:00,1,1,0
957,FAC. INFORMATICA,2018-02-09 22:00,1,1,0
958,FAC. INFORMATICA,2018-02-09 23:00,1,0,1
959,FAC. INFORMATICA,2018-02-10 0:00,3,3,0
960,FAC. INFORMATICA,2018-02-10 1:00,1,0,1
961,FAC. INFORMATICA,2018-02-10 2:00,5,5,0
962,FAC. INFORMATICA,2018-02-10 3:00,3,2,1
963,FAC. INFORMATICA,2018-02-10 4:00,3,2,1
964,FAC. INFORMATICA,2018-02-10 5:00,1,1,0
965,FAC. INFORMATICA,2018-02-10 6:00,4,4,0
966,FAC. INFORMATICA,2018-02-10 7:00,1,1,0
967,FAC. INFORMATICA,2018-02-10 8:00,1,1,0
968,FAC. INFORMATICA,2018-02-10 9:00,3,1,2
969,FAC. INFORMATICA,2018-02-10 10:00,2,1,1
970,FAC. INFORMATICA,2018-02-10 11:00,0,0,0
971,FAC. INFORMATICA,2018-02-10 12:00,2,2,0
972,FAC. INFORMATICA,2018-02-10 13:00,2,1,1
973,FAC. INFORMATICA,2018-02-10 14:00,3,0,3
974,FAC. INFORMATICA,2018-02-10 15:00,3,2,1
975,FAC. INFORMATICA,2018-02-10 16:00,2,2,0
976,FAC. INFORMATICA,2018-02-10 17:00,1,1,0
977,FAC. INFORMATICA,2018-02-10 18:00,4,0,4
978,FAC. INFORMATICA,2018-02-10 19:00,0,0,0
979,FAC. INFORMATICA,2018-02-10 20:00,2,1,1
980,FAC. INFORMATICA,2018-02-10 21:00,3,2,1
981,FAC. INFORMATICA,2018-02-10 22:00,2,2,0
982,FAC. INFORMATICA,2018-02-10 23:00,4,4,0
983,FAC. INFORMATICA,2018-02-11 0:00,1,1,0
984,FAC. INFORMATICA,2018-02-11 1:00,4,3,1
985,FAC. INFORMATICA,2018-02-11 2:00,3,3,0
986,FAC. INFORMATICA,2018-02-11 3:00,2,2,0
987,FAC. INFORMATICA,2018-02-11 4:00,2,2,0
988,FAC. INFORMATICA,2018-02-11 5:00,1,1,0
989,FAC. INFORMATICA,2018-02-11 6:00,5,4,1
990,FAC. INFORMATICA,2018-02-11 7:00,5,3,2
991,FAC. INFORMATICA,2018-02-11 8:00,4,3,1
992,FAC. INFORMATICA,2018-02-11 9:00,0,0,0
993,FAC. INFORMATICA,2018-02-11 10:00,3,0,3
994,FAC. INFORMATICA,2018-02-11 11:00,2,1,1
995,FAC. INFORMATICA,2018-02-11 12:00,2,2,0
996,FAC. INFORMATICA,2018-02-11 13:00,4,2,2
997,FAC. INFORMATICA,2018-02-11 14:00,3,3,0
998,FAC. INFORMATICA,2018-02-11 15:00,1,1,0
999,FAC. INFORMATICA,2018-02-11 16:00,2,1,1
