-1,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
4167,FAC. INFORMATICA,78922,2018-06-23 16:00,7,0,0,7,7,3.1A,486.19
4168,FAC. INFORMATICA,78922,2018-06-23 17:00,7,0,0,7,7,3.1A,486.19
4169,FAC. INFORMATICA,78922,2018-06-23 18:00,7,0,0,7,7,3.1A,486.19
4170,FAC. INFORMATICA,78922,2018-06-23 19:00,3,0,0,3,3,3.1A,486.19
4171,FAC. INFORMATICA,78922,2018-06-23 20:00,3,0,0,3,3,3.1A,486.19
4172,FAC. INFORMATICA,78922,2018-06-23 21:00,3,0,0,3,3,3.1A,486.19
4173,FAC. INFORMATICA,78922,2018-06-23 22:00,3,0,0,3,3,3.1A,486.19
4174,FAC. INFORMATICA,78922,2018-06-23 23:00,3,0,0,3,3,3.1A,486.19
4175,FAC. INFORMATICA,78922,2018-06-24 00:00,3,0,0,3,3,3.1A,486.19
4176,FAC. INFORMATICA,78922,2018-06-24 01:00,7,0,0,7,7,3.1A,486.19
4177,FAC. INFORMATICA,78922,2018-06-24 02:00,7,0,0,7,7,3.1A,486.19
4178,FAC. INFORMATICA,78922,2018-06-24 03:00,7,0,0,7,7,3.1A,486.19
4179,FAC. INFORMATICA,78922,2018-06-24 04:00,7,0,0,7,7,3.1A,486.19
4180,FAC. INFORMATICA,78922,2018-06-24 05:00,7,0,0,7,7,3.1A,486.19
4181,FAC. INFORMATICA,78922,2018-06-24 06:00,7,0,0,7,7,3.1A,486.19
4182,FAC. INFORMATICA,78922,2018-06-24 07:00,7,0,0,7,7,3.1A,486.19
4183,FAC. INFORMATICA,78922,2018-06-24 08:00,7,0,0,7,7,3.1A,486.19
4184,FAC. INFORMATICA,78922,2018-06-24 09:00,7,0,0,7,7,3.1A,486.19
4185,FAC. INFORMATICA,78922,2018-06-24 10:00,7,0,0,7,7,3.1A,486.19
4186,FAC. INFORMATICA,78922,2018-06-24 11:00,7,0,0,7,7,3.1A,486.19
4187,FAC. INFORMATICA,78922,2018-06-24 12:00,7,0,0,7,7,3.1A,486.19
4188,FAC. INFORMATICA,78922,2018-06-24 13:00,7,0,0,7,7,3.1A,486.19
4189,FAC. INFORMATICA,78922,2018-06-24 14:00,7,0,0,7,7,3.1A,486.19
4190,FAC. INFORMATICA,78922,2018-06-24 15:00,7,0,0,7,7,3.1A,486.19
4191,FAC. INFORMATICA,78922,2018-06-24 16:00,7,0,0,7,7,3.1A,486.19
4192,FAC. INFORMATICA,78922,2018-06-24 17:00,7,0,0,7,7,3.1A,486.19
4193,FAC. INFORMATICA,78922,2018-06-24 18:00,7,0,0,7,7,3.1A,486.19
4194,FAC. INFORMATICA,78922,2018-06-24 19:00,3,0,0,3,3,3.1A,486.19
4195,FAC. INFORMATICA,78922,2018-06-24 20:00,3,0,0,3,3,3.1A,486.19
4196,FAC. INFORMATICA,78922,2018-06-24 21:00,3,0,0,3,3,3.1A,486.19
4197,FAC. INFORMATICA,78922,2018-06-24 22:00,3,0,0,3,3,3.1A,486.19
4198,FAC. INFORMATICA,78922,2018-06-24 23:00,3,0,0,3,3,3.1A,486.19
4199,FAC. INFORMATICA,78922,2018-06-25 00:00,3,0,0,3,3,3.1A,486.19
4200,FAC. INFORMATICA,78922,2018-06-25 01:00,6,0,0,6,6,3.1A,486.19
4201,FAC. INFORMATICA,78922,2018-06-25 02:00,7,0,0,7,7,3.1A,486.19
4202,FAC. INFORMATICA,78922,2018-06-25 03:00,7,0,0,7,7,3.1A,486.19
4203,FAC. INFORMATICA,78922,2018-06-25 04:00,7,0,0,7,7,3.1A,486.19
4204,FAC. INFORMATICA,78922,2018-06-25 05:00,7,0,0,7,7,3.1A,486.19
4205,FAC. INFORMATICA,78922,2018-06-25 06:00,7,0,0,7,7,3.1A,486.19
4206,FAC. INFORMATICA,78922,2018-06-25 07:00,7,0,0,7,7,3.1A,486.19
4207,FAC. INFORMATICA,78922,2018-06-25 08:00,7,0,0,7,7,3.1A,486.19
4208,FAC. INFORMATICA,78922,2018-06-25 09:00,3,0,0,3,3,3.1A,486.19
4209,FAC. INFORMATICA,78922,2018-06-25 10:00,3,0,0,3,3,3.1A,486.19
4210,FAC. INFORMATICA,78922,2018-06-25 11:00,0,0,0,0,0,3.1A,486.19
4211,FAC. INFORMATICA,78922,2018-06-25 12:00,0,0,0,0,0,3.1A,486.19
4212,FAC. INFORMATICA,78922,2018-06-25 13:00,1,0,0,1,1,3.1A,486.19
4213,FAC. INFORMATICA,78922,2018-06-25 14:00,1,0,0,1,1,3.1A,486.19
4214,FAC. INFORMATICA,78922,2018-06-25 15:00,0,0,0,0,0,3.1A,486.19
4215,FAC. INFORMATICA,78922,2018-06-25 16:00,0,0,0,0,0,3.1A,486.19
4216,FAC. INFORMATICA,78922,2018-06-25 17:00,3,0,0,3,3,3.1A,486.19
4217,FAC. INFORMATICA,78922,2018-06-25 18:00,3,0,0,3,3,3.1A,486.19
4218,FAC. INFORMATICA,78922,2018-06-25 19:00,3,0,0,3,3,3.1A,486.19
4219,FAC. INFORMATICA,78922,2018-06-25 20:00,3,0,0,3,3,3.1A,486.19
4220,FAC. INFORMATICA,78922,2018-06-25 21:00,3,0,0,3,3,3.1A,486.19
4221,FAC. INFORMATICA,78922,2018-06-25 22:00,3,0,0,3,3,3.1A,486.19
4222,FAC. INFORMATICA,78922,2018-06-25 23:00,3,0,0,3,3,3.1A,486.19
4223,FAC. INFORMATICA,78922,2018-06-26 00:00,3,0,0,3,3,3.1A,486.19
4224,FAC. INFORMATICA,78922,2018-06-26 01:00,7,0,0,7,7,3.1A,486.19
4225,FAC. INFORMATICA,78922,2018-06-26 02:00,7,0,0,7,7,3.1A,486.19
4226,FAC. INFORMATICA,78922,2018-06-26 03:00,7,0,0,7,7,3.1A,486.19
4227,FAC. INFORMATICA,78922,2018-06-26 04:00,7,0,0,7,7,3.1A,486.19
4228,FAC. INFORMATICA,78922,2018-06-26 05:00,7,0,0,7,7,3.1A,486.19
4229,FAC. INFORMATICA,78922,2018-06-26 06:00,7,0,0,7,7,3.1A,486.19
4230,FAC. INFORMATICA,78922,2018-06-26 07:00,7,0,0,7,7,3.1A,486.19
4231,FAC. INFORMATICA,78922,2018-06-26 08:00,7,0,0,7,7,3.1A,486.19
4232,FAC. INFORMATICA,78922,2018-06-26 09:00,3,0,0,3,3,3.1A,486.19
4233,FAC. INFORMATICA,78922,2018-06-26 10:00,3,0,0,3,3,3.1A,486.19
4234,FAC. INFORMATICA,78922,2018-06-26 11:00,1,0,0,1,1,3.1A,486.19
4235,FAC. INFORMATICA,78922,2018-06-26 12:00,1,0,0,1,1,3.1A,486.19
4236,FAC. INFORMATICA,78922,2018-06-26 13:00,1,0,0,1,1,3.1A,486.19
4237,FAC. INFORMATICA,78922,2018-06-26 14:00,1,0,0,1,1,3.1A,486.19
4238,FAC. INFORMATICA,78922,2018-06-26 15:00,1,0,0,1,1,3.1A,486.19
4239,FAC. INFORMATICA,78922,2018-06-26 16:00,1,0,0,1,1,3.1A,486.19
4240,FAC. INFORMATICA,78922,2018-06-26 17:00,3,0,0,3,3,3.1A,486.19
4241,FAC. INFORMATICA,78922,2018-06-26 18:00,3,0,0,3,3,3.1A,486.19
4242,FAC. INFORMATICA,78922,2018-06-26 19:00,3,0,0,3,3,3.1A,486.19
4243,FAC. INFORMATICA,78922,2018-06-26 20:00,3,0,0,3,3,3.1A,486.19
4244,FAC. INFORMATICA,78922,2018-06-26 21:00,3,0,0,3,3,3.1A,486.19
4245,FAC. INFORMATICA,78922,2018-06-26 22:00,3,0,0,3,3,3.1A,486.19
4246,FAC. INFORMATICA,78922,2018-06-26 23:00,3,0,0,3,3,3.1A,486.19
4247,FAC. INFORMATICA,78922,2018-06-27 00:00,3,0,0,3,3,3.1A,486.19
4248,FAC. INFORMATICA,78922,2018-06-27 01:00,7,0,0,7,7,3.1A,486.19
4249,FAC. INFORMATICA,78922,2018-06-27 02:00,7,0,0,7,7,3.1A,486.19
4250,FAC. INFORMATICA,78922,2018-06-27 03:00,7,0,0,7,7,3.1A,486.19
4251,FAC. INFORMATICA,78922,2018-06-27 04:00,7,0,0,7,7,3.1A,486.19
4252,FAC. INFORMATICA,78922,2018-06-27 05:00,7,0,0,7,7,3.1A,486.19
4253,FAC. INFORMATICA,78922,2018-06-27 06:00,7,0,0,7,7,3.1A,486.19
4254,FAC. INFORMATICA,78922,2018-06-27 07:00,7,0,0,7,7,3.1A,486.19
4255,FAC. INFORMATICA,78922,2018-06-27 08:00,7,0,0,7,7,3.1A,486.19
4256,FAC. INFORMATICA,78922,2018-06-27 09:00,3,0,0,3,3,3.1A,486.19
4257,FAC. INFORMATICA,78922,2018-06-27 10:00,3,0,0,3,3,3.1A,486.19
4258,FAC. INFORMATICA,78922,2018-06-27 11:00,0,0,0,0,0,3.1A,486.19
4259,FAC. INFORMATICA,78922,2018-06-27 12:00,1,0,0,1,1,3.1A,486.19
4260,FAC. INFORMATICA,78922,2018-06-27 13:00,1,0,0,1,1,3.1A,486.19
4261,FAC. INFORMATICA,78922,2018-06-27 14:00,1,0,0,1,1,3.1A,486.19
4262,FAC. INFORMATICA,78922,2018-06-27 15:00,1,0,0,1,1,3.1A,486.19
4263,FAC. INFORMATICA,78922,2018-06-27 16:00,1,0,0,1,1,3.1A,486.19
4264,FAC. INFORMATICA,78922,2018-06-27 17:00,3,0,0,3,3,3.1A,486.19
4265,FAC. INFORMATICA,78922,2018-06-27 18:00,3,0,0,3,3,3.1A,486.19
4266,FAC. INFORMATICA,78922,2018-06-27 19:00,3,0,0,3,3,3.1A,486.19
4267,FAC. INFORMATICA,78922,2018-06-27 20:00,4,0,0,4,4,3.1A,486.19
4268,FAC. INFORMATICA,78922,2018-06-27 21:00,3,0,0,3,3,3.1A,486.19
4269,FAC. INFORMATICA,78922,2018-06-27 22:00,3,0,0,3,3,3.1A,486.19
4270,FAC. INFORMATICA,78922,2018-06-27 23:00,3,0,0,3,3,3.1A,486.19
4271,FAC. INFORMATICA,78922,2018-06-28 00:00,3,0,0,3,3,3.1A,486.19
4272,FAC. INFORMATICA,78922,2018-06-28 01:00,7,0,0,7,7,3.1A,486.19
4273,FAC. INFORMATICA,78922,2018-06-28 02:00,7,0,0,7,7,3.1A,486.19
4274,FAC. INFORMATICA,78922,2018-06-28 03:00,7,0,0,7,7,3.1A,486.19
4275,FAC. INFORMATICA,78922,2018-06-28 04:00,7,0,0,7,7,3.1A,486.19
4276,FAC. INFORMATICA,78922,2018-06-28 05:00,7,0,0,7,7,3.1A,486.19
4277,FAC. INFORMATICA,78922,2018-06-28 06:00,7,0,0,7,7,3.1A,486.19
4278,FAC. INFORMATICA,78922,2018-06-28 07:00,7,0,0,7,7,3.1A,486.19
4279,FAC. INFORMATICA,78922,2018-06-28 08:00,7,0,0,7,7,3.1A,486.19
4280,FAC. INFORMATICA,78922,2018-06-28 09:00,3,0,0,3,3,3.1A,486.19
4281,FAC. INFORMATICA,78922,2018-06-28 10:00,3,0,0,3,3,3.1A,486.19
4282,FAC. INFORMATICA,78922,2018-06-28 11:00,0,0,0,0,0,3.1A,486.19
4283,FAC. INFORMATICA,78922,2018-06-28 12:00,1,0,0,1,1,3.1A,486.19
4284,FAC. INFORMATICA,78922,2018-06-28 13:00,1,0,0,1,1,3.1A,486.19
4285,FAC. INFORMATICA,78922,2018-06-28 14:00,1,0,0,1,1,3.1A,486.19
4286,FAC. INFORMATICA,78922,2018-06-28 15:00,1,0,0,1,1,3.1A,486.19
4287,FAC. INFORMATICA,78922,2018-06-28 16:00,1,0,0,1,1,3.1A,486.19
4288,FAC. INFORMATICA,78922,2018-06-28 17:00,3,0,0,3,3,3.1A,486.19
4289,FAC. INFORMATICA,78922,2018-06-28 18:00,3,0,0,3,3,3.1A,486.19
4290,FAC. INFORMATICA,78922,2018-06-28 19:00,3,0,0,3,3,3.1A,486.19
4291,FAC. INFORMATICA,78922,2018-06-28 20:00,3,0,0,3,3,3.1A,486.19
4292,FAC. INFORMATICA,78922,2018-06-28 21:00,3,0,0,3,3,3.1A,486.19
4293,FAC. INFORMATICA,78922,2018-06-28 22:00,3,0,0,3,3,3.1A,486.19
4294,FAC. INFORMATICA,78922,2018-06-28 23:00,3,0,0,3,3,3.1A,486.19
4295,FAC. INFORMATICA,78922,2018-06-29 00:00,3,0,0,3,3,3.1A,486.19
4296,FAC. INFORMATICA,78922,2018-06-29 01:00,7,0,0,7,7,3.1A,486.19
4297,FAC. INFORMATICA,78922,2018-06-29 02:00,7,0,0,7,7,3.1A,486.19
4298,FAC. INFORMATICA,78922,2018-06-29 03:00,7,0,0,7,7,3.1A,486.19
4299,FAC. INFORMATICA,78922,2018-06-29 04:00,7,0,0,7,7,3.1A,486.19
4300,FAC. INFORMATICA,78922,2018-06-29 05:00,7,0,0,7,7,3.1A,486.19
4301,FAC. INFORMATICA,78922,2018-06-29 06:00,7,0,0,7,7,3.1A,486.19
4302,FAC. INFORMATICA,78922,2018-06-29 07:00,7,0,0,7,7,3.1A,486.19
4303,FAC. INFORMATICA,78922,2018-06-29 08:00,7,0,0,7,7,3.1A,486.19
4304,FAC. INFORMATICA,78922,2018-06-29 09:00,3,0,0,3,3,3.1A,486.19
4305,FAC. INFORMATICA,78922,2018-06-29 10:00,3,0,0,3,3,3.1A,486.19
4306,FAC. INFORMATICA,78922,2018-06-29 11:00,0,0,0,0,0,3.1A,486.19
4307,FAC. INFORMATICA,78922,2018-06-29 12:00,0,0,0,0,0,3.1A,486.19
4308,FAC. INFORMATICA,78922,2018-06-29 13:00,1,0,0,1,1,3.1A,486.19
4309,FAC. INFORMATICA,78922,2018-06-29 14:00,1,0,0,1,1,3.1A,486.19
4310,FAC. INFORMATICA,78922,2018-06-29 15:00,1,0,0,1,1,3.1A,486.19
4311,FAC. INFORMATICA,78922,2018-06-29 16:00,1,0,0,1,1,3.1A,486.19
4312,FAC. INFORMATICA,78922,2018-06-29 17:00,3,0,0,3,3,3.1A,486.19
4313,FAC. INFORMATICA,78922,2018-06-29 18:00,3,0,0,3,3,3.1A,486.19
4314,FAC. INFORMATICA,78922,2018-06-29 19:00,3,0,0,3,3,3.1A,486.19
4315,FAC. INFORMATICA,78922,2018-06-29 20:00,3,0,0,3,3,3.1A,486.19
4316,FAC. INFORMATICA,78922,2018-06-29 21:00,3,0,0,3,3,3.1A,486.19
4317,FAC. INFORMATICA,78922,2018-06-29 22:00,3,0,0,3,3,3.1A,486.19
4318,FAC. INFORMATICA,78922,2018-06-29 23:00,3,0,0,3,3,3.1A,486.19
4319,FAC. INFORMATICA,78922,2018-06-30 00:00,3,0,0,3,3,3.1A,486.19
4320,FAC. INFORMATICA,78922,2018-06-30 01:00,7,0,0,7,7,3.1A,486.19
4321,FAC. INFORMATICA,78922,2018-06-30 02:00,7,0,0,7,7,3.1A,486.19
4322,FAC. INFORMATICA,78922,2018-06-30 03:00,7,0,0,7,7,3.1A,486.19
4323,FAC. INFORMATICA,78922,2018-06-30 04:00,7,0,0,7,7,3.1A,486.19
4324,FAC. INFORMATICA,78922,2018-06-30 05:00,7,0,0,7,7,3.1A,486.19
4325,FAC. INFORMATICA,78922,2018-06-30 06:00,7,0,0,7,7,3.1A,486.19
4326,FAC. INFORMATICA,78922,2018-06-30 07:00,7,0,0,7,7,3.1A,486.19
4327,FAC. INFORMATICA,78922,2018-06-30 08:00,7,0,0,7,7,3.1A,486.19
4328,FAC. INFORMATICA,78922,2018-06-30 09:00,7,0,0,7,7,3.1A,486.19
4329,FAC. INFORMATICA,78922,2018-06-30 10:00,7,0,0,7,7,3.1A,486.19
4330,FAC. INFORMATICA,78922,2018-06-30 11:00,7,0,0,7,7,3.1A,486.19
4331,FAC. INFORMATICA,78922,2018-06-30 12:00,7,0,0,7,7,3.1A,486.19
4332,FAC. INFORMATICA,78922,2018-06-30 13:00,7,0,0,7,7,3.1A,486.19
4333,FAC. INFORMATICA,78922,2018-06-30 14:00,7,0,0,7,7,3.1A,486.19
4334,FAC. INFORMATICA,78922,2018-06-30 15:00,7,0,0,7,7,3.1A,486.19
4335,FAC. INFORMATICA,78922,2018-06-30 16:00,7,0,0,7,7,3.1A,486.19
4336,FAC. INFORMATICA,78922,2018-06-30 17:00,7,0,0,7,7,3.1A,486.19
4337,FAC. INFORMATICA,78922,2018-06-30 18:00,7,0,0,7,7,3.1A,486.19
4338,FAC. INFORMATICA,78922,2018-06-30 19:00,3,0,0,3,3,3.1A,486.19
4339,FAC. INFORMATICA,78922,2018-06-30 20:00,3,0,0,3,3,3.1A,486.19
4340,FAC. INFORMATICA,78922,2018-06-30 21:00,3,0,0,3,3,3.1A,486.19
4341,FAC. INFORMATICA,78922,2018-06-30 22:00,3,0,0,3,3,3.1A,486.19
4342,FAC. INFORMATICA,78922,2018-06-30 23:00,3,0,0,3,3,3.1A,486.19
4343,FAC. INFORMATICA,78922,2018-07-01 00:00,3,0,0,3,3,3.1A,534.94
4344,FAC. INFORMATICA,78922,2018-07-01 01:00,9,0,0,9,9,3.1A,534.94
4345,FAC. INFORMATICA,78922,2018-07-01 02:00,9,0,0,9,9,3.1A,534.94
4346,FAC. INFORMATICA,78922,2018-07-01 03:00,9,0,0,9,9,3.1A,534.94
4347,FAC. INFORMATICA,78922,2018-07-01 04:00,9,0,0,9,9,3.1A,534.94
4348,FAC. INFORMATICA,78922,2018-07-01 05:00,9,0,0,9,9,3.1A,534.94
4349,FAC. INFORMATICA,78922,2018-07-01 06:00,9,0,0,9,9,3.1A,534.94
4350,FAC. INFORMATICA,78922,2018-07-01 07:00,9,0,0,9,9,3.1A,534.94
4351,FAC. INFORMATICA,78922,2018-07-01 08:00,8,0,0,8,8,3.1A,534.94
4352,FAC. INFORMATICA,78922,2018-07-01 09:00,8,0,0,8,8,3.1A,534.94
4353,FAC. INFORMATICA,78922,2018-07-01 10:00,8,0,0,8,8,3.1A,534.94
4354,FAC. INFORMATICA,78922,2018-07-01 11:00,9,0,0,9,9,3.1A,534.94
4355,FAC. INFORMATICA,78922,2018-07-01 12:00,9,0,0,9,9,3.1A,534.94
4356,FAC. INFORMATICA,78922,2018-07-01 13:00,8,0,0,8,8,3.1A,534.94
4357,FAC. INFORMATICA,78922,2018-07-01 14:00,8,0,0,8,8,3.1A,534.94
4358,FAC. INFORMATICA,78922,2018-07-01 15:00,9,0,0,9,9,3.1A,534.94
4359,FAC. INFORMATICA,78922,2018-07-01 16:00,8,0,0,8,8,3.1A,534.94
4360,FAC. INFORMATICA,78922,2018-07-01 17:00,8,0,0,8,8,3.1A,534.94
4361,FAC. INFORMATICA,78922,2018-07-01 18:00,8,0,0,8,8,3.1A,534.94
4362,FAC. INFORMATICA,78922,2018-07-01 19:00,4,0,0,4,4,3.1A,534.94
4363,FAC. INFORMATICA,78922,2018-07-01 20:00,4,0,0,4,4,3.1A,534.94
4364,FAC. INFORMATICA,78922,2018-07-01 21:00,4,0,0,4,4,3.1A,534.94
4365,FAC. INFORMATICA,78922,2018-07-01 22:00,4,0,0,4,4,3.1A,534.94
4366,FAC. INFORMATICA,78922,2018-07-01 23:00,4,0,0,4,4,3.1A,534.94
4367,FAC. INFORMATICA,78922,2018-07-02 00:00,4,0,0,4,4,3.1A,534.94
4368,FAC. INFORMATICA,78922,2018-07-02 01:00,7,0,0,7,7,3.1A,534.94
4369,FAC. INFORMATICA,78922,2018-07-02 02:00,8,0,0,8,8,3.1A,534.94
4370,FAC. INFORMATICA,78922,2018-07-02 03:00,8,0,0,8,8,3.1A,534.94
4371,FAC. INFORMATICA,78922,2018-07-02 04:00,9,0,0,9,9,3.1A,534.94
4372,FAC. INFORMATICA,78922,2018-07-02 05:00,8,0,0,8,8,3.1A,534.94
4373,FAC. INFORMATICA,78922,2018-07-02 06:00,8,0,0,8,8,3.1A,534.94
4374,FAC. INFORMATICA,78922,2018-07-02 07:00,8,0,0,8,8,3.1A,534.94
4375,FAC. INFORMATICA,78922,2018-07-02 08:00,7,0,0,7,7,3.1A,534.94
4376,FAC. INFORMATICA,78922,2018-07-02 09:00,4,0,0,4,4,3.1A,534.94
4377,FAC. INFORMATICA,78922,2018-07-02 10:00,4,0,0,4,4,3.1A,534.94
4378,FAC. INFORMATICA,78922,2018-07-02 11:00,1,0,0,1,1,3.1A,534.94
4379,FAC. INFORMATICA,78922,2018-07-02 12:00,1,0,0,1,1,3.1A,534.94
4380,FAC. INFORMATICA,78922,2018-07-02 13:00,1,0,0,1,1,3.1A,534.94
4381,FAC. INFORMATICA,78922,2018-07-02 14:00,1,0,0,1,1,3.1A,534.94
4382,FAC. INFORMATICA,78922,2018-07-02 15:00,1,0,0,1,1,3.1A,534.94
4383,FAC. INFORMATICA,78922,2018-07-02 16:00,1,0,0,1,1,3.1A,534.94
4384,FAC. INFORMATICA,78922,2018-07-02 17:00,4,0,0,4,4,3.1A,534.94
4385,FAC. INFORMATICA,78922,2018-07-02 18:00,4,0,0,4,4,3.1A,534.94
4386,FAC. INFORMATICA,78922,2018-07-02 19:00,4,0,0,4,4,3.1A,534.94
4387,FAC. INFORMATICA,78922,2018-07-02 20:00,4,0,0,4,4,3.1A,534.94
4388,FAC. INFORMATICA,78922,2018-07-02 21:00,4,0,0,4,4,3.1A,534.94
4389,FAC. INFORMATICA,78922,2018-07-02 22:00,4,0,0,4,4,3.1A,534.94
4390,FAC. INFORMATICA,78922,2018-07-02 23:00,4,0,0,4,4,3.1A,534.94
4391,FAC. INFORMATICA,78922,2018-07-03 00:00,4,0,0,4,4,3.1A,534.94
4392,FAC. INFORMATICA,78922,2018-07-03 01:00,8,0,0,8,8,3.1A,534.94
4393,FAC. INFORMATICA,78922,2018-07-03 02:00,8,0,0,8,8,3.1A,534.94
4394,FAC. INFORMATICA,78922,2018-07-03 03:00,8,0,0,8,8,3.1A,534.94
4395,FAC. INFORMATICA,78922,2018-07-03 04:00,7,0,0,7,7,3.1A,534.94
4396,FAC. INFORMATICA,78922,2018-07-03 05:00,8,0,0,8,8,3.1A,534.94
4397,FAC. INFORMATICA,78922,2018-07-03 06:00,8,0,0,8,8,3.1A,534.94
4398,FAC. INFORMATICA,78922,2018-07-03 07:00,7,0,0,7,7,3.1A,534.94
4399,FAC. INFORMATICA,78922,2018-07-03 08:00,7,0,0,7,7,3.1A,534.94
4400,FAC. INFORMATICA,78922,2018-07-03 09:00,4,0,0,4,4,3.1A,534.94
4401,FAC. INFORMATICA,78922,2018-07-03 10:00,4,0,0,4,4,3.1A,534.94
4402,FAC. INFORMATICA,78922,2018-07-03 11:00,1,0,0,1,1,3.1A,534.94
4403,FAC. INFORMATICA,78922,2018-07-03 12:00,1,0,0,1,1,3.1A,534.94
4404,FAC. INFORMATICA,78922,2018-07-03 13:00,1,0,0,1,1,3.1A,534.94
4405,FAC. INFORMATICA,78922,2018-07-03 14:00,1,0,0,1,1,3.1A,534.94
4406,FAC. INFORMATICA,78922,2018-07-03 15:00,1,0,0,1,1,3.1A,534.94
4407,FAC. INFORMATICA,78922,2018-07-03 16:00,1,0,0,1,1,3.1A,534.94
4408,FAC. INFORMATICA,78922,2018-07-03 17:00,4,0,0,4,4,3.1A,534.94
4409,FAC. INFORMATICA,78922,2018-07-03 18:00,4,0,0,4,4,3.1A,534.94
4410,FAC. INFORMATICA,78922,2018-07-03 19:00,4,0,0,4,4,3.1A,534.94
4411,FAC. INFORMATICA,78922,2018-07-03 20:00,4,0,0,4,4,3.1A,534.94
4412,FAC. INFORMATICA,78922,2018-07-03 21:00,4,0,0,4,4,3.1A,534.94
4413,FAC. INFORMATICA,78922,2018-07-03 22:00,4,0,0,4,4,3.1A,534.94
4414,FAC. INFORMATICA,78922,2018-07-03 23:00,4,0,0,4,4,3.1A,534.94
4415,FAC. INFORMATICA,78922,2018-07-04 00:00,4,0,0,4,4,3.1A,534.94
4416,FAC. INFORMATICA,78922,2018-07-04 01:00,8,0,0,8,8,3.1A,534.94
4417,FAC. INFORMATICA,78922,2018-07-04 02:00,8,0,0,8,8,3.1A,534.94
4418,FAC. INFORMATICA,78922,2018-07-04 03:00,8,0,0,8,8,3.1A,534.94
4419,FAC. INFORMATICA,78922,2018-07-04 04:00,8,0,0,8,8,3.1A,534.94
4420,FAC. INFORMATICA,78922,2018-07-04 05:00,8,0,0,8,8,3.1A,534.94
4421,FAC. INFORMATICA,78922,2018-07-04 06:00,7,0,0,7,7,3.1A,534.94
4422,FAC. INFORMATICA,78922,2018-07-04 07:00,7,0,0,7,7,3.1A,534.94
4423,FAC. INFORMATICA,78922,2018-07-04 08:00,7,0,0,7,7,3.1A,534.94
4424,FAC. INFORMATICA,78922,2018-07-04 09:00,4,0,0,4,4,3.1A,534.94
4425,FAC. INFORMATICA,78922,2018-07-04 10:00,4,0,0,4,4,3.1A,534.94
4426,FAC. INFORMATICA,78922,2018-07-04 11:00,1,0,0,1,1,3.1A,534.94
4427,FAC. INFORMATICA,78922,2018-07-04 12:00,1,0,0,1,1,3.1A,534.94
4428,FAC. INFORMATICA,78922,2018-07-04 13:00,1,0,0,1,1,3.1A,534.94
4429,FAC. INFORMATICA,78922,2018-07-04 14:00,1,0,0,1,1,3.1A,534.94
4430,FAC. INFORMATICA,78922,2018-07-04 15:00,1,0,0,1,1,3.1A,534.94
4431,FAC. INFORMATICA,78922,2018-07-04 16:00,1,0,0,1,1,3.1A,534.94
4432,FAC. INFORMATICA,78922,2018-07-04 17:00,4,0,0,4,4,3.1A,534.94
4433,FAC. INFORMATICA,78922,2018-07-04 18:00,4,0,0,4,4,3.1A,534.94
4434,FAC. INFORMATICA,78922,2018-07-04 19:00,4,0,0,4,4,3.1A,534.94
4435,FAC. INFORMATICA,78922,2018-07-04 20:00,5,0,0,5,5,3.1A,534.94
4436,FAC. INFORMATICA,78922,2018-07-04 21:00,4,0,0,4,4,3.1A,534.94
4437,FAC. INFORMATICA,78922,2018-07-04 22:00,4,0,0,4,4,3.1A,534.94
4438,FAC. INFORMATICA,78922,2018-07-04 23:00,4,0,0,4,4,3.1A,534.94
4439,FAC. INFORMATICA,78922,2018-07-05 00:00,4,0,0,4,4,3.1A,534.94
4440,FAC. INFORMATICA,78922,2018-07-05 01:00,7,0,0,7,7,3.1A,534.94
4441,FAC. INFORMATICA,78922,2018-07-05 02:00,7,0,0,7,7,3.1A,534.94
4442,FAC. INFORMATICA,78922,2018-07-05 03:00,8,0,0,8,8,3.1A,534.94
4443,FAC. INFORMATICA,78922,2018-07-05 04:00,7,0,0,7,7,3.1A,534.94
4444,FAC. INFORMATICA,78922,2018-07-05 05:00,8,0,0,8,8,3.1A,534.94
4445,FAC. INFORMATICA,78922,2018-07-05 06:00,8,0,0,8,8,3.1A,534.94
4446,FAC. INFORMATICA,78922,2018-07-05 07:00,7,0,0,7,7,3.1A,534.94
4447,FAC. INFORMATICA,78922,2018-07-05 08:00,7,0,0,7,7,3.1A,534.94
4448,FAC. INFORMATICA,78922,2018-07-05 09:00,4,0,0,4,4,3.1A,534.94
4449,FAC. INFORMATICA,78922,2018-07-05 10:00,4,0,0,4,4,3.1A,534.94
4450,FAC. INFORMATICA,78922,2018-07-05 11:00,1,0,0,1,1,3.1A,534.94
4451,FAC. INFORMATICA,78922,2018-07-05 12:00,1,0,0,1,1,3.1A,534.94
4452,FAC. INFORMATICA,78922,2018-07-05 13:00,1,0,0,1,1,3.1A,534.94
4453,FAC. INFORMATICA,78922,2018-07-05 14:00,1,0,0,1,1,3.1A,534.94
4454,FAC. INFORMATICA,78922,2018-07-05 15:00,1,0,0,1,1,3.1A,534.94
4455,FAC. INFORMATICA,78922,2018-07-05 16:00,1,0,0,1,1,3.1A,534.94
4456,FAC. INFORMATICA,78922,2018-07-05 17:00,4,0,0,4,4,3.1A,534.94
